Text,Image,Folio
urn:cts:greekLit:tlg5026.msAim.hmt:12.B1,"urn:cite:hmt:vaimg.VA155RN-0327@0.5749,0.2854,0.0354,0.0212",urn:cite:hmt:msA.155r
urn:cts:greekLit:tlg5026.msAim.hmt:12.B2,"urn:cite:hmt:vaimg.VA155RN-0327@0.5869,0.3431,0.0273,0.0142",urn:cite:hmt:msA.155r
