urn:cts:greekLit:tlg5026.msA.hmt:1.610	urn:cite:hmt:pers.pers139
urn:cts:greekLit:tlg5026.msA.hmt:1.611	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.653	urn:cite:hmt:pers.pers140
urn:cts:greekLit:tlg5026.msA.hmt:1.656	urn:cite:hmt:pers.pers141
urn:cts:greekLit:tlg5026.msA.hmt:1.660	urn:cite:hmt:pers.pers17
urn:cts:greekLit:tlg5026.msA.hmt:1.661	urn:cite:hmt:pers.pers1
urn:cts:greekLit:tlg5026.msA.hmt:1.661	urn:cite:hmt:pers.pers1
urn:cts:greekLit:tlg5026.msA.hmt:1.664	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.667	urn:cite:hmt:pers.pers71
urn:cts:greekLit:tlg5026.msA.hmt:1.667	urn:cite:hmt:pers.pers143
urn:cts:greekLit:tlg5026.msA.hmt:1.668	urn:cite:hmt:pers.pers144
urn:cts:greekLit:tlg5026.msA.hmt:1.668	urn:cite:hmt:pers.pers173
urn:cts:greekLit:tlg5026.msA.hmt:1.720	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.724	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.726	urn:cite:hmt:pers.pers148
urn:cts:greekLit:tlg5026.msA.hmt:1.726	urn:cite:hmt:pers.pers151
urn:cts:greekLit:tlg5026.msA.hmt:1.726	urn:cite:hmt:pers.pers152
urn:cts:greekLit:tlg5026.msA.hmt:1.726	urn:cite:hmt:pers.pers148
urn:cts:greekLit:tlg5026.msA.hmt:1.726	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.727	urn:cite:hmt:pers.pers153
urn:cts:greekLit:tlg5026.msA.hmt:1.727	urn:cite:hmt:pers.pers154
urn:cts:greekLit:tlg5026.msA.hmt:1.727	urn:cite:hmt:pers.pers47
urn:cts:greekLit:tlg5026.msA.hmt:1.727	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.727	urn:cite:hmt:pers.pers88
urn:cts:greekLit:tlg5026.msA.hmt:1.728	urn:cite:hmt:pers.pers150
urn:cts:greekLit:tlg5026.msA.hmt:1.728	urn:cite:hmt:pers.pers4
urn:cts:greekLit:tlg5026.msA.hmt:1.729	urn:cite:hmt:pers.pers151
urn:cts:greekLit:tlg5026.msA.hmt:1.729	urn:cite:hmt:pers.pers155
urn:cts:greekLit:tlg5026.msA.hmt:1.729	urn:cite:hmt:pers.pers179
urn:cts:greekLit:tlg5026.msA.hmt:1.729	116
urn:cts:greekLit:tlg5026.msA.hmt:1.729	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.729	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.729	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.729	urn:cite:hmt:pers.pers128
urn:cts:greekLit:tlg5026.msA.hmt:1.729	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.734	urn:cite:hmt:pers.pers75
urn:cts:greekLit:tlg5026.msA.hmt:1.793	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.801	urn:cite:hmt:pers.pers7
urn:cts:greekLit:tlg5026.msA.hmt:1.801	urn:cite:hmt:pers.pers21
urn:cts:greekLit:tlg5026.msA.hmt:1.802	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.865	urn:cite:hmt:pers.pers86
urn:cts:greekLit:tlg5026.msA.hmt:1.865	urn:cite:hmt:pers.pers5
urn:cts:greekLit:tlg5026.msA.hmt:1.865	urn:cite:hmt:pers.pers4
urn:cts:greekLit:tlg5026.msA.hmt:1.867	urn:cite:hmt:pers.pers77
urn:cts:greekLit:tlg5026.msA.hmt:1.868	urn:cite:hmt:pers.pers160
urn:cts:greekLit:tlg5026.msA.hmt:1.868	urn:cite:hmt:pers.pers118
urn:cts:greekLit:tlg5026.msA.hmt:1.868	urn:cite:hmt:pers.pers161
urn:cts:greekLit:tlg5026.msA.hmt:1.869	urn:cite:hmt:pers.pers162
urn:cts:greekLit:tlg5026.msA.hmt:1.869	urn:cite:hmt:pers.pers212
urn:cts:greekLit:tlg5026.msA.hmt:1.871	urn:cite:hmt:pers.pers163
urn:cts:greekLit:tlg5026.msA.hmt:1.929	urn:cite:hmt:pers.pers17
urn:cts:greekLit:tlg5026.msA.hmt:1.931	urn:cite:hmt:pers.pers104
urn:cts:greekLit:tlg5026.msA.hmt:1.931	urn:cite:hmt:pers.pers164
urn:cts:greekLit:tlg5026.msA.hmt:1.931	urn:cite:hmt:pers.pers165
urn:cts:greekLit:tlg5026.msA.hmt:1.931	urn:cite:hmt:pers.pers166
urn:cts:greekLit:tlg5026.msA.hmt:1.931	urn:cite:hmt:pers.pers166
urn:cts:greekLit:tlg5026.msA.hmt:1.931	urn:cite:hmt:pers.pers98
urn:cts:greekLit:tlg5026.msA.hmt:1.931	urn:cite:hmt:pers.pers104
urn:cts:greekLit:tlg5026.msA.hmt:1.931	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.933	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.934	urn:cite:hmt:pers.pers158
urn:cts:greekLit:tlg5026.msA.hmt:1.934	urn:cite:hmt:pers.pers158
urn:cts:greekLit:tlg5026.msA.hmt:1.935	urn:cite:hmt:pers.pers136
urn:cts:greekLit:tlg5026.msA.hmt:1.935	urn:cite:hmt:pers.pers1
urn:cts:greekLit:tlg5026.msA.hmt:1.935	urn:cite:hmt:pers.pers22
urn:cts:greekLit:tlg5026.msA.hmt:1.935	urn:cite:hmt:pers.pers22
urn:cts:greekLit:tlg5026.msA.hmt:1.989	urn:cite:hmt:pers.pers59
urn:cts:greekLit:tlg5026.msA.hmt:1.991	urn:cite:hmt:pers.pers168
urn:cts:greekLit:tlg5026.msA.hmt:1.991	urn:cite:hmt:pers.pers168
urn:cts:greekLit:tlg5026.msA.hmt:1.991	urn:cite:hmt:pers.pers123
urn:cts:greekLit:tlg5026.msA.hmt:1.994	urn:cite:hmt:pers.pers169
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers170
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers171
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers170
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers171
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers172
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers154
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers170
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers113
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers44
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers108
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers44
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers40
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers22
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers44
urn:cts:greekLit:tlg5026.msA.hmt:1.996	urn:cite:hmt:pers.pers44
urn:cts:greekLit:tlg5026.msA.hmt:1.1031	urn:cite:hmt:pers.pers136
urn:cts:greekLit:tlg5026.msA.hmt:1.1031	207
urn:cts:greekLit:tlg5026.msA.hmt:1.1034	urn:cite:hmt:pers.pers108
urn:cts:greekLit:tlg5026.msA.hmt:1.1034	urn:cite:hmt:pers.pers152
urn:cts:greekLit:tlg5026.msA.hmt:1.1035	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.1036	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1036	urn:cite:hmt:pers.pers1
urn:cts:greekLit:tlg5026.msA.hmt:1.1036	urn:cite:hmt:pers.pers17
urn:cts:greekLit:tlg5026.msA.hmt:1.1036	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1036	urn:cite:hmt:pers.pers98
urn:cts:greekLit:tlg5026.msA.hmt:1.1036	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1037	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.1040	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers47
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers40
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers67
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers19
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers168
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers174
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers47
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers19
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers47
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers40
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers79
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers19
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers19
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers1
urn:cts:greekLit:tlg5026.msA.hmt:1.1041	urn:cite:hmt:pers.pers175
urn:cts:greekLit:tlg5026.msA.hmt:1.1059	urn:cite:hmt:pers.pers17
urn:cts:greekLit:tlg5026.msA.hmt:1.1060	urn:cite:hmt:pers.pers37
urn:cts:greekLit:tlg5026.msA.hmt:1.1060	urn:cite:hmt:pers.pers213
urn:cts:greekLit:tlg5026.msA.hmt:1.1061	urn:cite:hmt:pers.pers83
urn:cts:greekLit:tlg5026.msA.hmt:1.1061	urn:cite:hmt:pers.pers17
urn:cts:greekLit:tlg5026.msA.hmt:1.1061	urn:cite:hmt:pers.pers176
urn:cts:greekLit:tlg5026.msA.hmt:1.1063	urn:cite:hmt:pers.pers86
urn:cts:greekLit:tlg5026.msA.hmt:1.1064	urn:cite:hmt:pers.pers19
urn:cts:greekLit:tlg5026.msA.hmt:1.1064	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1064	urn:cite:hmt:pers.pers1
urn:cts:greekLit:tlg5026.msA.hmt:1.1064	urn:cite:hmt:pers.pers19
urn:cts:greekLit:tlg5026.msA.hmt:1.1064	urn:cite:hmt:pers.pers2
urn:cts:greekLit:tlg5026.msA.hmt:1.1068	urn:cite:hmt:pers.pers105
urn:cts:greekLit:tlg5026.msA.hmt:1.1070	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1070	urn:cite:hmt:pers.pers17
urn:cts:greekLit:tlg5026.msA.hmt:1.1070	urn:cite:hmt:pers.pers178
urn:cts:greekLit:tlg5026.msA.hmt:1.1070	urn:cite:hmt:pers.pers7
urn:cts:greekLit:tlg5026.msA.hmt:1.1070	urn:cite:hmt:pers.pers21
urn:cts:greekLit:tlg5026.msA.hmt:1.1070	urn:cite:hmt:pers.pers191
urn:cts:greekLit:tlg5026.msA.hmt:1.1070	urn:cite:hmt:pers.pers250
urn:cts:greekLit:tlg5026.msA.hmt:1.1071	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1123	urn:cite:hmt:pers.pers112
urn:cts:greekLit:tlg5026.msA.hmt:1.1126	118
urn:cts:greekLit:tlg5026.msA.hmt:1.1126	urn:cite:hmt:pers.pers118
urn:cts:greekLit:tlg5026.msA.hmt:1.1128	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.1128	urn:cite:hmt:pers.pers108
urn:cts:greekLit:tlg5026.msA.hmt:1.1129	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1131	urn:cite:hmt:pers.pers183
urn:cts:greekLit:tlg5026.msA.hmt:1.1179	urn:cite:hmt:pers.pers98
urn:cts:greekLit:tlg5026.msA.hmt:1.1179	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1180	urn:cite:hmt:pers.pers98
urn:cts:greekLit:tlg5026.msA.hmt:1.1184	urn:cite:hmt:pers.pers180
urn:cts:greekLit:tlg5026.msA.hmt:1.1184	urn:cite:hmt:pers.pers181
urn:cts:greekLit:tlg5026.msA.hmt:1.1186	urn:cite:hmt:pers.pers40
urn:cts:greekLit:tlg5026.msA.hmt:1.1187	urn:cite:hmt:pers.pers40
urn:cts:greekLit:tlg5026.msA.hmt:1.1187	urn:cite:hmt:pers.pers40
urn:cts:greekLit:tlg5026.msA.hmt:1.1225	urn:cite:hmt:pers.pers44
urn:cts:greekLit:tlg5026.msA.hmt:1.1229	urn:cite:hmt:pers.pers104
urn:cts:greekLit:tlg5026.msA.hmt:1.1231	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.1232	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1232	urn:cite:hmt:pers.pers169
urn:cts:greekLit:tlg5026.msA.hmt:1.1232	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1233	urn:cite:hmt:pers.pers75
urn:cts:greekLit:tlg5026.msA.hmt:1.1278	urn:cite:hmt:pers.pers19
urn:cts:greekLit:tlg5026.msA.hmt:1.1279	urn:cite:hmt:pers.pers182
urn:cts:greekLit:tlg5026.msA.hmt:1.1279	urn:cite:hmt:pers.pers88
urn:cts:greekLit:tlg5026.msA.hmt:1.1283	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1283	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1285	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1285	urn:cite:hmt:pers.pers19
urn:cts:greekLit:tlg5026.msA.hmt:1.1285	urn:cite:hmt:pers.pers168
urn:cts:greekLit:tlg5026.msA.hmt:1.1285	urn:cite:hmt:pers.pers99
urn:cts:greekLit:tlg5026.msA.hmt:1.1285	urn:cite:hmt:pers.pers19
urn:cts:greekLit:tlg5026.msA.hmt:1.1285	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1285	urn:cite:hmt:pers.pers131
urn:cts:greekLit:tlg5026.msA.hmt:1.1285	urn:cite:hmt:pers.pers184
urn:cts:greekLit:tlg5026.msA.hmt:1.1285	urn:cite:hmt:pers.pers1
urn:cts:greekLit:tlg5026.msA.hmt:1.1286	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1287	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1287	urn:cite:hmt:pers.pers185
urn:cts:greekLit:tlg5026.msA.hmt:1.1288	urn:cite:hmt:pers.pers186
urn:cts:greekLit:tlg5026.msA.hmt:1.1334	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.1337	urn:cite:hmt:pers.pers188
urn:cts:greekLit:tlg5026.msA.hmt:1.1339	urn:cite:hmt:pers.pers189
urn:cts:greekLit:tlg5026.msA.hmt:1.1339	urn:cite:hmt:pers.pers190
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers17
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers40
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers192
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers83
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers104
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers59
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers193
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers6
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers194
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers195
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers131
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers196
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers197
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers198
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers199
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers71
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers200
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers17
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers139
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers201
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers47
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers47
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers202
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers203
urn:cts:greekLit:tlg5026.msA.hmt:1.1344	urn:cite:hmt:pers.pers204
urn:cts:greekLit:tlg5026.msA.hmt:1.1389	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1389	urn:cite:hmt:pers.pers85
urn:cts:greekLit:tlg5026.msA.hmt:1.1391	98
urn:cts:greekLit:tlg5026.msA.hmt:1.1396	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1396	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.1396	urn:cite:hmt:pers.pers21
urn:cts:greekLit:tlg5026.msA.hmt:1.1399	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1399	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1400	urn:cite:hmt:pers.pers141
urn:cts:greekLit:tlg5026.msA.hmt:1.1401	urn:cite:hmt:pers.pers75
urn:cts:greekLit:tlg5026.msA.hmt:1.1440	urn:cite:hmt:pers.pers192
urn:cts:greekLit:tlg5026.msA.hmt:1.1440	urn:cite:hmt:pers.pers181
urn:cts:greekLit:tlg5026.msA.hmt:1.1440	urn:cite:hmt:pers.pers180
urn:cts:greekLit:tlg5026.msA.hmt:1.1441	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1441	urn:cite:hmt:pers.pers112
urn:cts:greekLit:tlg5026.msA.hmt:1.1441	urn:cite:hmt:pers.pers21
urn:cts:greekLit:tlg5026.msA.hmt:1.1442	urn:cite:hmt:pers.pers71
urn:cts:greekLit:tlg5026.msA.hmt:1.1442	urn:cite:hmt:pers.pers79
urn:cts:greekLit:tlg5026.msA.hmt:1.1442	urn:cite:hmt:pers.pers144
urn:cts:greekLit:tlg5026.msA.hmt:1.1442	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1442	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1442	urn:cite:hmt:pers.pers71
urn:cts:greekLit:tlg5026.msA.hmt:1.1442	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1442	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1442	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1442	urn:cite:hmt:pers.pers192
urn:cts:greekLit:tlg5026.msA.hmt:1.1443	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1444	urn:cite:hmt:pers.pers192
urn:cts:greekLit:tlg5026.msA.hmt:1.1444	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1444	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1444	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1445	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1445	urn:cite:hmt:pers.pers206
urn:cts:greekLit:tlg5026.msA.hmt:1.1446	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1448	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:1.1448	urn:cite:hmt:pers.pers7
urn:cts:greekLit:tlg5026.msA.hmt:1.1448	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.1495	urn:cite:hmt:pers.pers40
urn:cts:greekLit:tlg5026.msA.hmt:1.1495	urn:cite:hmt:pers.pers6
urn:cts:greekLit:tlg5026.msA.hmt:1.1496	urn:cite:hmt:pers.pers17
urn:cts:greekLit:tlg5026.msA.hmt:1.1498	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers139
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers208
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers47
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers201
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers209
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers210
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers139
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers86
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers192
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers37
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	139
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers116
urn:cts:greekLit:tlg5026.msA.hmt:1.1499	urn:cite:hmt:pers.pers181
urn:cts:greekLit:tlg5026.msA.hmt:1.1500	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:2.1	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:2.2	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:2.3	urn:cite:hmt:pers.pers17
urn:cts:greekLit:tlg5026.msA.hmt:2.3	urn:cite:hmt:pers.pers7
urn:cts:greekLit:tlg5026.msA.hmt:2.3	urn:cite:hmt:pers.pers279
urn:cts:greekLit:tlg5026.msA.hmt:2.4	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:2.18	urn:cite:hmt:pers.pers280
urn:cts:greekLit:tlg5026.msA.hmt:2.18	urn:cite:hmt:pers.pers40
urn:cts:greekLit:tlg5026.msA.hmt:2.19	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:2.19	urn:cite:hmt:pers.pers22
urn:cts:greekLit:tlg5026.msA.hmt:2.19	urn:cite:hmt:pers.pers16
urn:cts:greekLit:tlg5026.msA.hmt:2.23	urn:cite:hmt:pers.pers117
urn:cts:greekLit:tlg5026.msA.hmt:2.23	urn:cite:hmt:pers.pers215
urn:cts:greekLit:tlg5026.msA.hmt:2.23	281
urn:cts:greekLit:tlg5026.msA.hmt:2.24	urn:cite:hmt:pers.pers145
urn:cts:greekLit:tlg5026.msA.hmt:2.24	urn:cite:hmt:pers.pers282
urn:cts:greekLit:tlg5026.msA.hmt:2.25	urn:cite:hmt:pers.pers1
urn:cts:greekLit:tlg5026.msA.hmt:2.55	urn:cite:hmt:pers.pers8
urn:cts:greekLit:tlg5026.msA.hmt:2.60	urn:cite:hmt:pers.pers22
urn:cts:greekLit:tlg5026.msA.hmt:2.60	urn:cite:hmt:pers.pers97
urn:cts:greekLit:tlg5026.msA.hmt:2.61	urn:cite:hmt:pers.pers292
urn:cts:greekLit:tlg5026.msA.hmt:2.64	urn:cite:hmt:pers.pers21
urn:cts:greekLit:tlg5026.msA.hmt:2.66	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:2.67	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:2.68	urn:cite:hmt:pers.pers15
urn:cts:greekLit:tlg5026.msA.hmt:2.100	urn:cite:hmt:pers.pers1
urn:cts:greekLit:tlg5026.msA.hmt:2.102	urn:cite:hmt:pers.pers22
urn:cts:greekLit:tlg5026.msA.hmt:2.103	urn:cite:hmt:pers.pers22
urn:cts:greekLit:tlg5026.msA.hmt:2.103	urn:cite:hmt:pers.pers117
urn:cts:greekLit:tlg5026.msA.hmt:2.103	urn:cite:hmt:pers.pers22
urn:cts:greekLit:tlg5026.msA.hmt:2.103	urn:cite:hmt:pers.pers22
urn:cts:greekLit:tlg5026.msA.hmt:2.103	urn:cite:hmt:pers.pers117
urn:cts:greekLit:tlg5026.msA.hmt:2.126	urn:cite:hmt:pers.pers67
urn:cts:greekLit:tlg5026.msA.hmt:2.126	urn:cite:hmt:pers.pers118
